context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=shoes & jewelry customers' most-loved: sweaters under $30 pasin test,item:rating=5.0,category×rating,24,1344,-0.019859997555613518,0.019859997555613518
ctx:material=fabric,item:price=missing,material×price,8210,81896,-0.01985994726419449,0.01985994726419449
ctx:category=base layers & compression compression pants & tights,item:popularity=11,category×popularity,24,3008,-0.01985982432961464,0.01985982432961464
ctx:category=men accessories,item:popularity=4,category×popularity,32,1792,0.019859611988067627,0.019859611988067627
ctx:category=shoes loafers & slip-ons,item:feature=made in the usa or imported,category×feature,88,33856,0.019859546795487404,0.019859546795487404
ctx:feature=is discontinued by manufacturer: no,item:style=department: womens,feature×style,2032,72744,0.019859449937939644,0.019859449937939644
ctx:category=bras everyday bras,item:popularity=6,category×popularity,168,11968,-0.019859369844198227,0.019859369844198227
ctx:feature=machine wash,item:color=color: red,feature×color,93,51208,-0.019859235733747482,0.019859235733747482
ctx:feature=100% synthetic,item:popularity=3,feature×popularity,534,37016,-0.01985912211239338,0.01985912211239338
ctx:category=scarves & wraps fashion scarves,item:price=0_10,category×price,80,6592,0.01985887996852398,0.01985887996852398
"ctx:feature=heel measures approximately 1""",item:price=missing,feature×price,151,1256,-0.01985877752304077,0.01985877752304077
ctx:category=men jerseys,item:popularity=7,category×popularity,48,3392,-0.019858628511428833,0.019858628511428833
ctx:category=sunglasses & eyewear accessories sunglasses,item:price=20_35,category×price,72,26560,0.019858621060848236,0.019858621060848236
ctx:category=dresses club & night out,item:feature=drawstring closure,category×feature,40,7040,0.019858505576848984,0.019858505576848984
ctx:category=rompers & overalls jumpsuits,item:popularity=4,category×popularity,168,10176,-0.019858404994010925,0.019858404994010925
ctx:category=watches wrist watches,item:brand=orient,category×brand,64,54080,0.019858278334140778,0.019858278334140778
ctx:feature=100% textile,item:feature=memory foam insole,feature×feature,20,6328,0.019858278334140778,0.019858278334140778
ctx:feature=100% synthetic,item:feature=synthetic,feature×feature,70,37016,0.019858134910464287,0.019858134910464287
ctx:category=sweaters vests,item:popularity=6,category×popularity,32,1216,-0.019858013838529587,0.019858013838529587
ctx:material=cotton,item:brand=crazy dog t-shirts,material×brand,80,261232,0.019857753068208694,0.019857753068208694
ctx:feature=swiss quartz movement,item:popularity=3,feature×popularity,25,712,-0.019857749342918396,0.019857749342918396
ctx:feature=rubber,item:popularity=5,feature×popularity,41,3120,-0.01985752210021019,0.01985752210021019
ctx:feature=suede sole,item:price=missing,feature×price,354,3056,-0.01985747367143631,0.01985747367143631
ctx:feature=100% synthetic,item:feature=imported,feature×feature,2454,37016,-0.019857440143823624,0.019857440143823624
ctx:category=necklaces pearl strands,item:price=missing,category×price,112,1024,-0.01985740102827549,0.01985740102827549
ctx:material=polyester,item:feature=made in the usa or imported,material×feature,210,227088,0.01985737681388855,0.01985737681388855
ctx:category=handbags & wallets crossbody bags,item:popularity=1,category×popularity,296,13440,-0.01985732838511467,0.01985732838511467
ctx:feature=100% manmade,"item:feature=heel measures approximately 2""",feature×feature,25,5304,0.019857287406921387,0.019857287406921387
ctx:category=tops & tees t-shirts,item:brand=ann arbor t-shirt co.,category×brand,24,32896,0.019857052713632584,0.019857052713632584
ctx:category=hiking & trekking hiking boots,item:feature=is discontinued by manufacturer: no,category×feature,80,6784,-0.019857041537761688,0.019857041537761688
ctx:category=clothing sets pant sets,item:popularity=4,category×popularity,152,10176,-0.0198570154607296,0.0198570154607296
ctx:material=100% cotton,item:feature=made in usa,material×feature,31,30176,0.019856523722410202,0.019856523722410202
ctx:category=shirts henleys,item:feature=machine wash,category×feature,56,2816,-0.01985650509595871,0.01985650509595871
ctx:category=shorts cargo,item:rating=3.0,category×rating,32,2240,0.019856493920087814,0.019856493920087814
ctx:category=boys costumes,item:popularity=3,category×popularity,72,2112,-0.019856490194797516,0.019856490194797516
ctx:category=active track & active jackets,item:brand=adidas,category×brand,24,2752,0.019856248050928116,0.019856248050928116
ctx:category=athletic basketball,item:rating=4.5,category×rating,64,1664,0.019856218248605728,0.019856218248605728
ctx:category=dresses club & night out,item:rating=4.0,category×rating,400,7040,-0.019855787977576256,0.019855787977576256
ctx:material=leather,item:brand=reebok,material×brand,135,223968,0.0198556799441576,0.0198556799441576
ctx:category=watches wrist watches,item:brand=bulova,category×brand,112,54080,0.01985567808151245,0.01985567808151245
ctx:category=baby baby girls,item:popularity=3,category×popularity,48,1088,-0.01985556073486805,0.01985556073486805
ctx:color=color: black,item:brand=toms,color×brand,20,89864,0.019855547696352005,0.019855547696352005
ctx:material=leather,item:color=color: brown,material×color,1510,223968,0.01985546201467514,0.01985546201467514
ctx:feature=100% acrylic,item:feature=elastic closure,feature×feature,27,4928,0.019855380058288574,0.019855380058288574
ctx:feature=100% suede,item:brand=nine west,feature×brand,62,5112,0.01985526643693447,0.01985526643693447
ctx:category=tees & blouses blouses & button-down shirts,item:price=missing,category×price,3624,34624,-0.019855111837387085,0.019855111837387085
ctx:category=boots ankle & bootie,item:color=color: brown,category×color,32,19072,-0.019854988902807236,0.019854988902807236
ctx:material=cotton,item:brand=coofandy,material×brand,25,261232,0.019854988902807236,0.019854988902807236
ctx:category=sandals platforms & wedges,item:brand=vince camuto,category×brand,32,28800,-0.019854838028550148,0.019854838028550148
ctx:category=charms clasp,item:rating=4.0,category×rating,24,640,-0.01985476352274418,0.01985476352274418
ctx:category=jewelry accessories loose gemstones,item:rating=5.0,category×rating,48,1536,-0.019854728132486343,0.019854728132486343
ctx:material=leather and textile,item:material=leather,material×material,22,176,0.019854683429002762,0.019854683429002762
ctx:category=hats & caps baseball caps,item:rating=3.0,category×rating,96,20224,0.01985459215939045,0.01985459215939045
ctx:material=cotton,item:brand=fox,material×brand,40,261232,0.01985454559326172,0.01985454559326172
ctx:material=cotton,"item:material=65% cotton, 35% polyester",material×material,210,261232,0.019854489713907242,0.019854489713907242
ctx:category=women shirts,item:material=polyester,category×material,48,640,-0.019854487851262093,0.019854487851262093
ctx:material=silk,item:brand=amazon collection,material×brand,45,9760,0.019854474812746048,0.019854474812746048
ctx:feature=foam sole,item:rating=5.0,feature×rating,28,1760,0.019854363054037094,0.019854363054037094
ctx:feature=tie closure,item:material=rayon,feature×material,31,7000,0.019854359328746796,0.019854359328746796
ctx:material=fabric,item:brand=floerns,material×brand,25,81896,0.01985420659184456,0.01985420659184456
ctx:category=women shoes,item:color=color: purple,category×color,32,38784,0.019854169338941574,0.019854169338941574
ctx:category=active shirts & tees tank tops,item:feature=imported,category×feature,200,3840,-0.019854117184877396,0.019854117184877396
ctx:category=men hoodies,item:material=100% cotton,category×material,152,8896,-0.01985405944287777,0.01985405944287777
ctx:category=socks & hosiery socks,item:feature=machine wash,category×feature,752,12160,-0.019853996112942696,0.019853996112942696
ctx:category=women pants,item:popularity=6,category×popularity,96,7424,-0.019853994250297546,0.019853994250297546
ctx:material=polyester,item:feature=fleece,material×feature,30,227088,-0.019853848963975906,0.019853848963975906
ctx:feature=item weight: 8 ounces,item:feature=item weight: 8 ounces,feature×feature,33,264,0.019853707402944565,0.019853707402944565
ctx:category=swimsuits & cover ups cover-ups,item:material=rayon,category×material,104,8192,0.019853614270687103,0.019853614270687103
ctx:feature=rubber sole,item:feature=100% textile/synthetic,feature×feature,27,80712,-0.019853543490171432,0.019853543490171432
ctx:category=luggage tags & handle wraps luggage tags,item:material=leather,category×material,112,1984,-0.019853487610816956,0.019853487610816956
ctx:feature=100% acrylic,item:rating=3.0,feature×rating,28,4928,0.019853468984365463,0.019853468984365463
ctx:category=scarves neck gaiters,item:style=department: unisex-adult,category×style,32,1216,-0.01985335536301136,0.01985335536301136
ctx:material=100% leather and textile,item:price=missing,material×price,72,656,-0.019853107631206512,0.019853107631206512
ctx:material=60% polyester,item:price=missing,material×price,21,208,-0.01985299587249756,0.01985299587249756
ctx:category=tees & blouses blouses & button-down shirts,item:material=rayon,category×material,200,34624,0.019852925091981888,0.019852925091981888
ctx:feature=imported,item:feature=is discontinued by manufacturer: no,feature×feature,376,137456,-0.019852858036756516,0.019852858036756516
ctx:category=body jewelry faux body piercing jewelry,item:price=missing,category×price,32,448,-0.01985277235507965,0.01985277235507965
ctx:category=women shorts,item:rating=4.0,category×rating,96,2688,-0.019852761179208755,0.019852761179208755
ctx:category=sweaters cardigans,"item:material=95% rayon, 5% spandex",category×material,32,16000,0.01985270157456398,0.01985270157456398
ctx:feature=100% other fibers,item:rating=4.5,feature×rating,82,1816,-0.019852519035339355,0.019852519035339355
ctx:material=fabric,item:brand=teva,material×brand,25,81896,0.01985245943069458,0.01985245943069458
ctx:feature=imported,item:brand=calvin klein,feature×brand,184,137456,0.019852405413985252,0.019852405413985252
ctx:feature=jersey,item:feature=machine wash,feature×feature,30,784,0.019852396100759506,0.019852396100759506
ctx:feature=imported,"item:feature=heel measures approximately 2""",feature×feature,22,137456,0.019852394238114357,0.019852394238114357
ctx:feature=100% suede,item:price=missing,feature×price,593,5112,-0.01985214091837406,0.01985214091837406
ctx:color=color: black,item:feature=non-polarized,color×feature,60,89864,-0.019852131605148315,0.019852131605148315
ctx:category=shoes & jewelry novelty & more,item:price=missing,category×price,416,4032,-0.01985209994018078,0.01985209994018078
"ctx:feature=heel measures approximately 1 inches""",item:popularity=1,feature×popularity,62,1480,0.019851867109537125,0.019851867109537125
ctx:category=jewelry wedding rings,item:brand=cavalier jewelers,category×brand,32,2240,-0.019851844757795334,0.019851844757795334
ctx:material=nylon,item:feature=plastic frame,material×feature,30,51680,-0.0198515634983778,0.0198515634983778
ctx:feature=button closure,item:color=color: yellow,feature×color,45,27600,0.01985131949186325,0.01985131949186325
ctx:category=rompers & overalls rompers,item:price=35_50,category×price,32,3264,0.019851060584187508,0.019851060584187508
ctx:material=polyester,item:rating=3.0,material×rating,1581,227088,0.01985102891921997,0.01985102891921997
ctx:feature=dry clean only,item:feature=pull on closure,feature×feature,26,2920,-0.019850963726639748,0.019850963726639748
ctx:category=backpacks casual daypacks,item:brand=oakley,category×brand,40,9472,0.01985076628625393,0.01985076628625393
"ctx:material=60% cotton, 40% polyester",item:popularity=7,material×popularity,23,3224,-0.01985074020922184,0.01985074020922184
ctx:material=leather lining,item:material=leather,material×material,162,1352,0.01985025219619274,0.01985025219619274
"ctx:material=97% cotton, 3% spandex",item:feature=imported,material×feature,22,296,-0.0198501143604517,0.0198501143604517
ctx:feature=hand wash only,item:feature=mesh,feature×feature,24,41424,-0.01984981633722782,0.01984981633722782
